1000   833
2000   1375
3000   5208
4000   12125
5000   31708
6000   28416
7000   34750
8000   38708
9000   19125
10000   20250
11000   23958
12000   30541
13000   33500
14000   35500
15000   32417
16000   35667
17000   17416
18000   17542
19000   18459
20000   19500
21000   16875
22000   17583
23000   46500
24000   19209
25000   20167
26000   17750
27000   21500
28000   22250
29000   23083
30000   65333
31000   24500
32000   21750
33000   22333
34000   23041
35000   23625
36000   24333
37000   25375
38000   26667
39000   26292
40000   26959
41000   23959
42000   24875
43000   25125
44000   25625
45000   26166
46000   26750
47000   27292
48000   24709
49000   25125
50000   25750
51000   26416
52000   26709
53000   27208
54000   27709
55000   28250
56000   25917
57000   26167
58000   26625
59000   27083
60000   27541
61000   28083
62000   26083
63000   26458
64000   26917
65000   27250
66000   27625
67000   28292
68000   26292
69000   26875
70000   27042
71000   27459
72000   27833
73000   28208
74000   26750
75000   27208
76000   27541
77000   27792
78000   28125
79000   28666
80000   29042
81000   75584
82000   27541
83000   27875
84000   28167
85000   28542
86000   28833
87000   29167
88000   29625
89000   29917
90000   29125
91000   29542
92000   29791
93000   30125
94000   32000
95000   30250
96000   30583
97000   30875
98000   31375
99000   31750
100000   31375
101000   31542
102000   31958
103000   32291
104000   32542
105000   32958
106000   33083
107000   33416
108000   33750
109000   34125
110000   34375
111000   34708
112000   35041
113000   35333
114000   35666
115000   37416
116000   36333
117000   36583
118000   37042
119000   37250
120000   38000
121000   37917
122000   38166
123000   38417
124000   38792
125000   39125
126000   42125
127000   39708
128000   40250
129000   40375
130000   40625
131000   40916
132000   41292
133000   41625
134000   42083
135000   42208
136000   42542
137000   42792
138000   43167
139000   43416
140000   49750
141000   44083
142000   44375
143000   44750
144000   45042
145000   45292
146000   45625
147000   46042
148000   46250
149000   49292
150000   48750
151000   47166
152000   47500
153000   47834
154000   48125
155000   48459
156000   48750
157000   49083
158000   49500
159000   49750
160000   50083
161000   50333
162000   50584
163000   50917
164000   51292
165000   51667
166000   51833
167000   52250
168000   52542
169000   52792
170000   53166
171000   53709
172000   53750
173000   54125
174000   54375
175000   54708
176000   55042
177000   55292
178000   55750
179000   56042
180000   56333
181000   56583
182000   56875
183000   57166
184000   57500
185000   57875
186000   58083
187000   58500
188000   58792
189000   59084
190000   59333
191000   59708
192000   60125
193000   60375
194000   60667
195000   61000
196000   61250
197000   61583
198000   61917
199000   62167
200000   62625
201000   62875
202000   63125
203000   63417
204000   66625
205000   64125
206000   64458
207000   64709
208000   65042
209000   65416
210000   65625
211000   66042
212000   66250
213000   69292
214000   67708
215000   67416
216000   67667
217000   67875
218000   68083
219000   68583
220000   68750
221000   69167
222000   69375
223000   69667
224000   70042
225000   70417
226000   70750
227000   70916
228000   71292
229000   71625
230000   72000
231000   72208
232000   72542
233000   72750
234000   73125
235000   73375
236000   76458
237000   74084
238000   74417
239000   74667
240000   75000
241000   75375
242000   75625
243000   75917
244000   76250
245000   76541
246000   77000
247000   77250
248000   77541
249000   84292
250000   78250
251000   81167
252000   78709
253000   79042
254000   82125
255000   82500
256000   80250
257000   80250
258000   80750
259000   80917
260000   81250
261000   81584
262000   81792
263000   82125
264000   85667
265000   82958
266000   83042
267000   83458
268000   94625
269000   84167
270000   84416
271000   84667
272000   84917
273000   85625
274000   85542
275000   85875
276000   86250
277000   86584
278000   86917
279000   87167
280000   88625
281000   87750
282000   88416
283000   88458
284000   88791
285000   89375
286000   89375
287000   89709
288000   89958
289000   90375
290000   94292
291000   90917
292000   91250
293000   91708
294000   92042
295000   92167
296000   92500
297000   99375
298000   93708
299000   93458
300000   93708
301000   94000
302000   94375
303000   97375
304000   94958
305000   95375
306000   97750
307000   95917
308000   97000
309000   96625
310000   96875
311000   97167
312000   97542
313000   97750
314000   98667
315000   98542
316000   99125
317000   99083
318000   99583
319000   99625
320000   100167
321000   103916
322000   100708
323000   100958
324000   101292
325000   101583
326000   104750
327000   102125
328000   104375
329000   103042
330000   103291
331000   103500
332000   106625
333000   104083
334000   104375
335000   111000
336000   105042
337000   105666
338000   106500
339000   107458
340000   106250
341000   116958
342000   190125
343000   116958
344000   117750
345000   114542
346000   166417
347000   285208
348000   126208
349000   121500
350000   109791
351000   110166
352000   110042
353000   110375
354000   110542
355000   111459
356000   111208
357000   111708
358000   112000
359000   112166
360000   112667
361000   112833
362000   113666
363000   113708
364000   113791
365000   114583
366000   114375
367000   114667
368000   115500
369000   115583
370000   115667
371000   115958
372000   120541
373000   116583
374000   116958
375000   120708
376000   117750
377000   118042
378000   120833
379000   118541
380000   118791
381000   119083
382000   119708
383000   119833
384000   120000
385000   120416
386000   120625
387000   120959
388000   123042
389000   122208
390000   121833
391000   122125
392000   122417
393000   122792
394000   127792
395000   123500
396000   123708
397000   124167
398000   124292
399000   124667
400000   127791
401000   134583
402000   125625
403000   125834
404000   126167
405000   126542
406000   129042
407000   127208
408000   127542
409000   127791
410000   130750
411000   131208
412000   132584
413000   129125
414000   129750
415000   129708
416000   129917
417000   130292
418000   131333
419000   133791
420000   131166
421000   131750
422000   131916
423000   132292
424000   133417
425000   132833
426000   133000
427000   144750
428000   133666
429000   136750
430000   135875
431000   134792
432000   135209
433000   135250
434000   138334
435000   135959
436000   139666
437000   139375
438000   136792
439000   137208
440000   137458
441000   137750
442000   138459
443000   138542
444000   151167
445000   139167
446000   153625
447000   139625
448000   140167
449000   140417
450000   140708
451000   140958
452000   141167
453000   150208
454000   141959
455000   144834
456000   145208
457000   142791
458000   146167
459000   143750
460000   143875
461000   144125
462000   144375
463000   147834
464000   145042
465000   145292
466000   145791
467000   146208
468000   153000
469000   146667
470000   146917
471000   147125
472000   147458
473000   150250
474000   148125
475000   148750
476000   148667
477000   149042
478000   157625
479000   149750
480000   149958
481000   150292
482000   150583
483000   153625
484000   151750
485000   151542
486000   151834
487000   152083
488000   154959
489000   153000
490000   153000
491000   153417
492000   153667
493000   157375
494000   154291
495000   154708
496000   155166
497000   169792
498000   157583
499000   155916
500000   156416
501000   157333
502000   156958
503000   159292
504000   170833
505000   157708
506000   158041
507000   158417
508000   171292
509000   159250
510000   162083
511000   159625
512000   160000
513000   161916
514000   160792
515000   161000
516000   161250
517000   161500
518000   163334
519000   170791
520000   162417
521000   162958
522000   163125
523000   164875
524000   166708
525000   166667
526000   164333
527000   167292
528000   166458
529000   165125
530000   165792
531000   165875
532000   166208
533000   167750
534000   166958
535000   167083
536000   167417
537000   167708
538000   169666
539000   168542
540000   168875
541000   168875
542000   169416
543000   173375
544000   170125
545000   170334
546000   173375
547000   170875
548000   173083
549000   171667
550000   171834
551000   172084
552000   172417
553000   173625
554000   173250
555000   173333
556000   173625
557000   173958
558000   174791
559000   174750
560000   175042
561000   175625
562000   175584
563000   176167
564000   176125
565000   176500
566000   176792
567000   177041
568000   177791
569000   180583
570000   178084
571000   178375
572000   181875
573000   181916
574000   182250
575000   179541
576000   187250
577000   180417
578000   180750
579000   181125
580000   191292
581000   181583
582000   182084
583000   182333
584000   192041
585000   183292
586000   183333
587000   183416
588000   196333
589000   184167
590000   184458
591000   188375
592000   190542
593000   186167
594000   241417
595000   186041
596000   191333
597000   186792
598000   187000
599000   187083
600000   190792
601000   187667
602000   188167
603000   189083
604000   193458
605000   189375
606000   189542
607000   208333
608000   213541
609000   190459
610000   190792
611000   191041
612000   348750
613000   214875
614000   205208
615000   192208
616000   196750
617000   193208
618000   196000
619000   193416
620000   212167
621000   194209
622000   194583
623000   194500
624000   198125
625000   195333
626000   195708
627000   195917
628000   200250
629000   196709
630000   202791
631000   200958
632000   201250
633000   197834
634000   198625
635000   201292
636000   202333
637000   201791
638000   199583
639000   199708
640000   202667
641000   200416
642000   200500
643000   201000
644000   205167
645000   201708
646000   202000
647000   202375
648000   214750
649000   203250
650000   206042
651000   203542
652000   209125
653000   204375
654000   204709
655000   204875
656000   210625
657000   205375
658000   205709
659000   205917
660000   209667
661000   206583
662000   207000
663000   207166
664000   210250
665000   207708
666000   210833
667000   208417
668000   212417
669000   209125
670000   211959
671000   212458
672000   213417
673000   210292
674000   210709
675000   222709
676000   214375
677000   212500
678000   212125
679000   212417
680000   214917
681000   213125
682000   213583
683000   216875
684000   226709
685000   214625
686000   214750
687000   217916
688000   217042
689000   215292
690000   215750
691000   215875
692000   218541
693000   216542
694000   219417
695000   217166
696000   219000
697000   217834
698000   218167
699000   218375
700000   221500
701000   219292
702000   219417
703000   219667
704000   222459
705000   220333
706000   223417
707000   229250
708000   222292
709000   222709
710000   247000
711000   222834
712000   230500
713000   236042
714000   224000
715000   223958
716000   225083
717000   225458
718000   225000
719000   230667
720000   231042
721000   225750
722000   228083
723000   226416
724000   227917
725000   227292
726000   227542
727000   228583
728000   230167
729000   251875
730000   233958
731000   234416
732000   236833
733000   234709
734000   258833
735000   235709
736000   232375
737000   232625
738000   236750
739000   235542
740000   236500
741000   233417
742000   232250
743000   236584
744000   238042
745000   235000
746000   260000
747000   237167
748000   234500
749000   238958
750000   234458
751000   237875
752000   237209
753000   238042
754000   235625
755000   239500
756000   236416
757000   236500
758000   243416
759000   238000
760000   239041
761000   238875
762000   238584
763000   249834
764000   240416
765000   243625
766000   240541
767000   242708
768000   262959
769000   240875
770000   241584
771000   261042
772000   241250
773000   243084
774000   259417
775000   242542
776000   242583
777000   258750
778000   243250
779000   246083
780000   270000
781000   274541
782000   255542
783000   251083
784000   256125
785000   245583
786000   274166
787000   246000
788000   254334
789000   265333
790000   277458
791000   253625
792000   252792
793000   247875
794000   250958
795000   249167
796000   248792
797000   259917
798000   249500
799000   251834
800000   260250
801000   250500
802000   250833
803000   262750
804000   254000
805000   252166
806000   258291
807000   252208
808000   252834
809000   259208
810000   254000
811000   254333
812000   261042
813000   257083
814000   258292
815000   261167
816000   259459
817000   258292
818000   263625
819000   256167
820000   257459
821000   270083
822000   257292
823000   261292
824000   264250
825000   258334
826000   258333
827000   264459
828000   270333
829000   262250
830000   269833
831000   260459
832000   262375
833000   267250
834000   263166
835000   263125
836000   271792
837000   277042
838000   264500
839000   267375
840000   265583
841000   265084
842000   274333
843000   265917
844000   267417
845000   290083
846000   267084
847000   269958
848000   273083
849000   268041
850000   286125
851000   272417
852000   268750
853000   268917
854000   281333
855000   273292
856000   270000
857000   274625
858000   270667
859000   271000
860000   280625
861000   271750
862000   271709
863000   276500
864000   271959
865000   273000
866000   281417
867000   293125
868000   274541
869000   305000
870000   274375
871000   275458
872000   282375
873000   285833
874000   276250
875000   281083
876000   276250
877000   279584
878000   294416
879000   286875
880000   280542
881000   282000
882000   291041
883000   308417
884000   286416
885000   282583
886000   279792
887000   280583
888000   279459
889000   279500
890000   281250
891000   286625
892000   283833
893000   281375
894000   281625
895000   284625
896000   285000
897000   299167
898000   285375
899000   283541
900000   283542
901000   287792
902000   284625
903000   291208
904000   292500
905000   286459
906000   320250
907000   289958
908000   286333
909000   299458
910000   289583
911000   286958
912000   290792
913000   307333
914000   290000
915000   289042
916000   293708
917000   289917
918000   292292
919000   295708
920000   291916
921000   293792
922000   295709
923000   294209
924000   303583
925000   295208
926000   292542
927000   292208
928000   294917
929000   293209
930000   293792
931000   298250
932000   294083
933000   294833
934000   317708
935000   298084
936000   312750
937000   298375
938000   296500
939000   298750
940000   303541
941000   302959
942000   300833
943000   331250
944000   297625
945000   298125
946000   300584
947000   302542
948000   345584
949000   302333
950000   300959
951000   300375
952000   306292
953000   317208
954000   300542
955000   320875
956000   301500
957000   304542
958000   307333
959000   303041
960000   302750
961000   305666
962000   303333
963000   305791
964000   310625
965000   307291
966000   307375
967000   306667
968000   305916
969000   308417
970000   312667
971000   306459
972000   306417
973000   309584
974000   307500
975000   317000
976000   346708
977000   309792
978000   310750
979000   312834
980000   311209
981000   312417
982000   316792
983000   312417
984000   314125
985000   315375
986000   313667
987000   313583
988000   318458
989000   317583
990000   315708
991000   316667
992000   314750
993000   315167
994000   318000
995000   315709
996000   316459
997000   319166
998000   319958
999000   321542
1000000   320292
