458 1
18061209 100001
24909250 200001
26478500 300001
29837417 400001
37627583 500001
45201333 600001
53630125 700001
62133417 800001
70439916 900001
76808709 1000001
87533250 1100001
95729459 1200001
103563958 1300001
111675542 1400001
119644333 1500001
126502083 1600001
137506708 1700001
145634583 1800001
156020166 1900001
163943125 2000001
171610833 2100001
180364084 2200001
186419208 2300001
214725084 2400001
205883750 2500001
227424375 2600001
221434708 2700001
233479667 2800001
241229416 2900001
248181834 3000001
258735583 3100001
268540375 3200001
278854750 3300001
285812709 3400001
292016458 3500001
309217458 3600001
315359625 3700001
326922750 3800001
334808000 3900001
334766750 4000001
352019959 4100001
357262625 4200001
366954667 4300001
372670083 4400001
386948375 4500001
391131500 4600001
401708250 4700001
422533208 4800001
422543791 4900001
436436208 5000001
436357250 5100001
444620000 5200001
454344709 5300001
471203334 5400001
479999167 5500001
484989958 5600001
487270000 5700001
503117708 5800001
509453375 5900001
523534750 6000001
540625625 6100001
532769875 6200001
552990500 6300001
564771208 6400001
567924375 6500001
576845666 6600001
587234708 6700001
604280958 6800001
611906750 6900001
623261583 7000001
627190333 7100001
639924209 7200001
640636084 7300001
644377750 7400001
657753625 7500001
674179791 7600001
688193750 7700001
697741375 7800001
697863458 7900001
707580166 8000001
720845250 8100001
737609875 8200001
732173542 8300001
742985208 8400001
751259208 8500001
783164916 8600001
783007542 8700001
792746750 8800001
791359458 8900001
805243334 9000001
838775125 9100001
824008125 9200001
876826084 9300001
846447166 9400001
854895958 9500001
871913625 9600001
892926875 9700001
895446125 9800001
879823625 9900001
914883459 10000001
