15429416 100001
21016750 200001
23052458 300001
28348542 400001
35540917 500001
42559084 600001
51232834 700001
58780292 800001
66798542 900001
74643500 1000001
84606375 1100001
90985959 1200001
98778000 1300001
108026709 1400001
114150209 1500001
124994000 1600001
136012084 1700001
142278583 1800001
146356292 1900001
156003083 2000001
164141375 2100001
173504333 2200001
185447916 2300001
190652291 2400001
198912584 2500001
208189750 2600001
221294083 2700001
226530792 2800001
238830125 2900001
246988209 3000001
253486917 3100001
260467458 3200001
267053167 3300001
274657125 3400001
287144458 3500001
294361250 3600001
305778917 3700001
318691875 3800001
321710167 3900001
327800834 4000001
342469792 4100001
353085083 4200001
357263625 4300001
367401708 4400001
382596500 4500001
390219666 4600001
390181375 4700001
400890833 4800001
409093125 4900001
424263875 5000001
430827125 5100001
438161042 5200001
446404250 5300001
459358708 5400001
457144959 5500001
467174666 5600001
480410584 5700001
485910083 5800001
499957250 5900001
519535458 6000001
518924625 6100001
525950584 6200001
534443542 6300001
542410125 6400001
555672750 6500001
578681375 6600001
586428250 6700001
590819292 6800001
588086750 6900001
609599833 7000001
610010333 7100001
637351917 7200001
633537375 7300001
650966750 7400001
642107666 7500001
668789083 7600001
679341125 7700001
681628166 7800001
677624166 7900001
686877667 8000001
703502375 8100001
714357709 8200001
735636333 8300001
727686125 8400001
753418208 8500001
751467875 8600001
779045875 8700001
770678084 8800001
787171417 8900001
782101084 9000001
802936958 9100001
804348500 9200001
818568125 9300001
818941375 9400001
829896292 9500001
857176666 9600001
862063250 9700001
874066958 9800001
867764292 9900001
872007667 10000001
